"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"JFL","2022-01-31","710","710","685","685","-2.28","32633"
"JFL","2022-01-30","672","703","672","701","6.37","57610"
"JFL","2022-01-27","660","665","651.1","659","1.70","21938"
"JFL","2022-01-26","644","667","641","648","-0.92","27651"
"JFL","2022-01-25","665","674","641","654","0.00","32169"
"JFL","2022-01-24","683","683","639","654","-4.25","64146"
"JFL","2022-01-23","700","713","682","683","-2.43","19593"
"JFL","2022-01-20","673.1","700","673","700","2.64","26274"
"JFL","2022-01-19","680","701.7","667.1","682","1.04","63542"
"JFL","2022-01-18","717","717","675","675","-4.12","43017"
"JFL","2022-01-17","711","719","703","704","-1.54","31276"
"JFL","2022-01-16","711","730","713","715","0.56","45612"
"JFL","2022-01-13","700","711.9","695","711","2.16","55739"
"JFL","2022-01-12","705.8","747","692","696","0.58","112620"
"JFL","2022-01-11","656","722","650","692","4.37","55894"
"JFL","2022-01-10","655","675","639","663","2.00","42619"
"JFL","2022-01-09","634","650","626","650","4.50","38032"
"JFL","2022-01-06","605","624.8","602.7","622","1.14","18178"
"JFL","2022-01-05","620","625","603","615","1.15","39191"
"JFL","2022-01-04","588.1","615","588","608","1.67","27374"
"JFL","2022-01-03","587","610","580","598","2.05","34660"
"JFL","2022-01-02","575","594","572","586","0.51","8566"
"JFL","2021-12-29","585","595.6","574","583","-0.17","11922"
"JFL","2021-12-28","547","584","538","584","4.85","34002"
"JFL","2021-12-27","612","620","555","557","-7.17","44893"
"JFL","2021-12-26","616","616","600","600","-0.83","22270"
"JFL","2021-12-23","616","621.1","595","605","-1.61","33571"
"JFL","2021-12-22","582.4","622","559.7","614.9","7.69","51964"
"JFL","2021-12-21","530","571","530","571","9.81","21484"
"JFL","2021-12-20","510","534","500.2","520","1.25","19030"
"JFL","2021-12-16","520","536.5","512","513.6","0.71","35576"
"JFL","2021-12-15","540.6","583","510","510","-3.77","51544"
"JFL","2021-12-14","494.7","530","494.7","530","9.28","15468"
"JFL","2021-12-13","515","525","477.5","485","-7.62","40750"
"JFL","2021-12-12","579.8","591.6","525","525","-9.17","31701"
"JFL","2021-12-09","565","590","562","578","0.52","17782"
"JFL","2021-12-08","599.1","610.9","564.5","575","-5.89","21918"
"JFL","2021-12-07","642.2","655","610","611","-3.78","14325"
